#2012-04-19T11:28:16NZST
#System Version : argouml-0.34
#Source Packages: org.argouml.
#Ignore Packages: 
#Distributed    : argouml-cpp/src,argouml-csharp/src,argouml-idl/src,argouml-java/src,argouml-php/src,argouml-sql/src,argouml/src/argouml-app/src,argouml/src/argouml-core-diagrams-activity2/src,argouml/src/argouml-core-diagrams-deployment2/src,argouml/src/argouml-core-diagrams-sequence2/src,argouml/src/argouml-core-diagrams-state2/src,argouml/src/argouml-core-model-euml/src,argouml/src/argouml-core-model-mdr/src,argouml/src/argouml-core-model/src,argouml/src/argouml-core-notation/src,argouml/src/argouml-core-transformer/src,argouml/src/argouml-core-umlpropertypanels/src
#Source Roots   : argouml-cpp/src,argouml-csharp/src,argouml-documentation/src/docbook-setup/docbook-xsl/extensions/saxon643,argouml-documentation/src/docbook-setup/docbook-xsl/extensions/xalan2,argouml-idl/src,argouml-java/src,argouml-php/src,argouml-sql/src,argouml/src/argouml-app/src,argouml/src/argouml-core-diagrams-activity2/src,argouml/src/argouml-core-diagrams-deployment2/src,argouml/src/argouml-core-diagrams-sequence2/src,argouml/src/argouml-core-diagrams-state2/src,argouml/src/argouml-core-diagrams-structure2/src,argouml/src/argouml-core-model-euml/src,argouml/src/argouml-core-model-mdr/src,argouml/src/argouml-core-model/src,argouml/src/argouml-core-notation/src,argouml/src/argouml-core-transformer/src,argouml/src/argouml-core-umlpropertypanels/src
#1. Fully-qualified type name
#2. location in bin
#3. location in src
#4. 0=in src pkg (user-defined), 1=not in src pkg. See 'Source Packages' above
#5. 0=both bin and src, 1=bin only, 2=src only
#6. 0=distributed, 1 = not distributed. Source code in 'Distributed' above
#7. 0=top-level public, 4=top-level non-public, 1=top-level different name, 2=nested, 3=probably haven't seen source, -1 no source, or not parsed
#8. LOC - physical lines in file (for public type only)
#9. NCLOC - non-commented lines of code in file (for public type only)
#
tudresden.ocl.check.NameBinder	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.NameBoundQueryable	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.NameSpaceEntry	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.NodeEnvironmentMap	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.NodeTypeMap	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.OclTypeException	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.QueryableFactory	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.TypeChecker	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.TypeCheckerFactory	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.TypeEnvironment	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
tudresden.ocl.check.TypeQueryable	argouml-0.34/ocl-argo-1.1.jar		1	1	1	-1	0	0
org.eclipse.emf.common.CommonPlugin	argouml-0.34/org.eclipse.emf.common_2.6.0.v20100914-1218.jar		1	1	1	-1	0	0
org.eclipse.emf.common.CommonPlugin$Implementation	argouml-0.34/org.eclipse.emf.common_2.6.0.v20100914-1218.jar		1	1	1	2	0	0
org.eclipse.emf.common.EMFPlugin	argouml-0.34/org.eclipse.emf.common_2.6.0.v20100914-1218.jar		1	1	1	-1	0	0
org.eclipse.emf.common.EMFPlugin$EclipsePlugin	argouml-0.34/org.eclipse.emf.common_2.6.0.v20100914-1218.jar		1	1	1	2	0	0
